Mortgage ID,Customer ID,Bank ID,Origination Date,Maturity Date,City,State,Property Type,Loan Purpose,Property Value (INR),Original Loan Amount (INR),Down Payment (INR),Loan Term (Years),Interest Rate (%),Rate Type,Current Balance (INR),Monthly EMI (INR),Current LTV (%),Credit Score,Last Payment Date,Last Payment Amount (INR),Next Payment Due Date,Payment Status,Days Past Due,Income to EMI Ratio (%),Auto Debit Enabled,Insurance With Bank
MORT500213,CUST10213,SBI001,2023-11-10,2043-11-10,Hyderabad,Telangana,Apartment,Home Purchase,7453000,4883000,2570000,20,7.32,Floating,4487419,38801.43,60.21,752,2026-07-02,30233.81,2026-08-02,30_DPD,59,36.3,Yes,No
MORT500214,CUST10214,AXIS001,2019-04-08,2039-04-08,Bengaluru,Karnataka,Independent House,Home Construction,14831000,10475000,4356000,20,9.23,Floating,8598490,95801.31,57.98,738,2026-07-22,97058.63,2026-08-12,Current,0,27.9,No,Yes
MORT500215,CUST10215,SBI001,2019-07-03,2039-07-03,Jaipur,Rajasthan,Independent House,Home Construction,19922000,16053000,3869000,20,9.49,Floating,12874090,149530.21,64.62,850,2026-09-05,151023.8,2026-09-27,Current,0,46.0,Yes,Yes
MORT500216,CUST10216,ICICI001,2020-12-11,2035-12-11,Bengaluru,Karnataka,Independent House,Home Purchase,4232000,3211000,1021000,15,9.69,Floating,2422574,33899.17,57.24,723,2026-08-27,34300.47,2026-09-25,Current,0,52.2,Yes,Yes
MORT500217,CUST10217,PNB001,2024-12-21,2049-12-21,Kolkata,West Bengal,Apartment,Balance Transfer,7421000,5407000,2014000,25,9.19,Floating,5267449,46080.91,70.98,800,2026-08-13,45757.37,2026-09-01,Current,0,34.8,Yes,Yes
MORT500218,CUST10218,PNB001,2021-05-24,2046-05-24,Chennai,Tamil Nadu,Apartment,Home Purchase,20135000,13666000,6469000,25,8.72,Floating,12589447,112075.74,62.53,804,2026-08-11,111229.62,2026-09-02,Current,0,32.0,Yes,Yes
MORT500219,CUST10219,PNB001,2021-04-12,2041-04-12,Bengaluru,Karnataka,Plot + Construction,Home Purchase,19334000,15313000,4021000,20,10.24,Floating,13724413,150216.9,70.99,743,2026-08-30,147330.81,2026-09-16,Current,0,53.7,Yes,No
MORT500220,CUST10220,KOTAK001,2022-07-15,2042-07-15,Ahmedabad,Gujarat,Villa,Home Purchase,2620000,2179000,441000,20,8.37,Floating,1968532,18730.97,75.13,820,2026-07-25,18989.57,2026-08-19,Current,0,35.6,Yes,No
MORT500221,CUST10221,KOTAK001,2021-07-24,2041-07-24,Mumbai,Maharashtra,Independent House,Home Purchase,10858000,7987000,2871000,20,8.58,Floating,6968062,69717.98,64.17,821,2026-07-20,71632.44,2026-08-14,Current,0,37.1,Yes,Yes
MORT500222,CUST10222,AXIS001,2024-02-24,2054-02-24,Delhi,Delhi,Independent House,Home Purchase,6266000,4387000,1879000,30,9.3,Floating,4305620,36249.84,68.71,790,2026-07-11,36611.07,2026-08-01,Current,0,32.3,Yes,Yes
MORT500223,CUST10223,SBI001,2025-01-14,2040-01-14,Chennai,Tamil Nadu,Plot + Construction,Home Purchase,2931000,2297000,634000,15,9.3,Floating,2148887,23709.41,73.32,706,2026-07-14,24223.66,2026-08-02,Current,0,51.8,Yes,Yes
MORT500224,CUST10224,ICICI001,2021-08-12,2041-08-12,Hyderabad,Telangana,Villa,Home Purchase,3670000,2053000,1617000,20,7.37,Floating,1764279,16376.02,48.07,850,2026-08-21,16459.19,2026-09-11,Current,0,39.9,Yes,No
MORT500225,CUST10225,SBI001,2021-05-23,2041-05-23,Ahmedabad,Gujarat,Independent House,Home Purchase,20559000,17458000,3101000,20,9.93,Fixed,15431802,167664.61,75.06,825,2026-08-12,171160.2,2026-09-07,Current,0,46.7,Yes,Yes
MORT500226,CUST10226,AXIS001,2024-11-02,2034-11-02,Hyderabad,Telangana,Plot + Construction,Home Purchase,7243000,4482000,2761000,10,7.95,Floating,3579151,54260.69,49.42,753,2026-08-15,55235.46,2026-09-03,Current,0,48.4,Yes,Yes
MORT500227,CUST10227,ICICI001,2021-08-24,2036-08-24,Jaipur,Rajasthan,Plot + Construction,Home Purchase,8270000,5430000,2840000,15,7.3,Floating,4128916,49721.62,49.93,739,2026-08-08,50788.93,2026-08-24,Current,0,32.0,No,Yes
MORT500228,CUST10228,SBI001,2024-05-06,2049-05-06,Bengaluru,Karnataka,Apartment,Home Purchase,9332000,6005000,3327000,25,7.65,Fixed,5784855,44963.97,61.99,778,2026-07-17,44698.5,2026-08-10,Current,0,35.2,Yes,No
MORT500229,CUST10229,HDFC001,2019-02-19,2049-02-19,Ahmedabad,Gujarat,Villa,Home Construction,17445000,10638000,6807000,30,7.5,Fixed,9769305,74382.44,56.0,620,2026-08-23,76012.27,2026-09-12,Current,0,49.7,Yes,No
MORT500230,CUST10230,AXIS001,2025-07-04,2045-07-04,Pune,Maharashtra,Plot + Construction,Home Purchase,14062000,11545000,2517000,20,9.68,Floating,11257521,108975.19,80.06,850,2026-08-29,110308.75,2026-09-26,Current,0,32.7,No,No
MORT500231,CUST10231,ICICI001,2019-11-06,2034-11-06,Mumbai,Maharashtra,Independent House,Home Purchase,21731000,13030000,8701000,15,8.65,Floating,8617678,129459.81,39.66,771,2026-07-19,129295.06,2026-08-08,Current,0,47.8,Yes,No
MORT500232,CUST10232,SBI001,2021-12-17,2046-12-17,Jaipur,Rajasthan,Independent House,Home Purchase,15398000,10029000,5369000,25,7.18,Floating,9094125,72038.63,59.06,805,2026-08-04,70600.21,2026-08-22,Current,0,52.9,Yes,Yes
MORT500233,CUST10233,AXIS001,2022-01-22,2037-01-22,Kolkata,West Bengal,Apartment,Home Purchase,14973000,9131000,5842000,15,7.85,Floating,7252224,86471.74,48.44,708,2026-07-23,84770.13,2026-08-13,Current,0,41.8,No,Yes
MORT500234,CUST10234,AXIS001,2025-02-22,2045-02-22,Bhubaneswar,Odisha,Villa,Balance Transfer,15930000,13538000,2392000,20,8.35,Floating,13239724,116203.82,83.11,723,2026-08-23,116846.32,2026-09-23,Current,0,46.0,No,Yes
MORT500235,CUST10235,HDFC001,2020-12-21,2030-12-21,Pune,Maharashtra,Plot + Construction,Home Purchase,3286000,2351000,935000,10,9.74,Floating,1217658,30731.14,37.06,717,2026-08-05,30287.99,2026-09-01,Current,0,48.2,Yes,Yes
MORT500236,CUST10236,PNB001,2024-12-01,2044-12-01,Jaipur,Rajasthan,Apartment,Home Construction,6996000,3964000,3032000,20,9.15,Floating,3811282,36048.44,54.48,798,2026-07-19,35986.95,2026-08-08,Current,0,49.6,Yes,Yes
MORT500237,CUST10237,KOTAK001,2021-06-08,2046-06-08,Pune,Maharashtra,Villa,Home Purchase,7775000,5081000,2694000,25,10.13,Fixed,4745436,46637.53,61.03,826,2026-08-21,47149.65,2026-09-06,Current,0,33.8,Yes,Yes
MORT500238,CUST10238,AXIS001,2024-10-17,2044-10-17,Pune,Maharashtra,Apartment,Home Purchase,24176000,13371000,10805000,20,9.32,Floating,12724511,123067.82,52.63,850,2026-07-23,122533.48,2026-08-14,Current,0,21.8,No,Yes
MORT500239,CUST10239,SBI001,2019-12-08,2049-12-08,Chennai,Tamil Nadu,Villa,Balance Transfer,12688000,7734000,4954000,30,7.86,Fixed,7072648,55996.37,55.74,724,2026-08-31,44153.69,2026-09-24,30_DPD,32,34.1,Yes,No
MORT500240,CUST10240,HDFC001,2023-03-26,2053-03-26,Kolkata,West Bengal,Independent House,Home Purchase,20145000,13874000,6271000,30,7.89,Floating,13476727,100740.61,66.9,650,2026-09-05,82066.68,2026-09-23,30_DPD,49,43.6,Yes,Yes
MORT500241,CUST10241,ICICI001,2024-03-26,2044-03-26,Delhi,Delhi,Plot + Construction,Home Purchase,21921000,17466000,4455000,20,8.63,Fixed,16652571,153014.15,75.97,777,2026-07-26,152670.87,2026-08-14,Current,0,35.8,No,No
MORT500242,CUST10242,KOTAK001,2025-04-27,2055-04-27,Jaipur,Rajasthan,Independent House,Home Purchase,20972000,15099000,5873000,30,9.93,Floating,15006349,131724.16,71.55,767,2026-07-14,134365.11,2026-08-08,Current,0,46.2,Yes,No
MORT500243,CUST10243,KOTAK001,2025-05-24,2040-05-24,Pune,Maharashtra,Apartment,Home Construction,15664000,9679000,5985000,15,9.57,Floating,9182825,101479.74,58.62,783,2026-08-22,100953.86,2026-09-13,Current,0,32.5,Yes,Yes
MORT500244,CUST10244,HDFC001,2020-09-07,2050-09-07,Bengaluru,Karnataka,Villa,Home Purchase,12203000,7984000,4219000,30,7.27,Fixed,7317489,54573.3,59.96,850,2026-08-07,55049.28,2026-09-05,Current,0,42.2,Yes,No
MORT500245,CUST10245,PNB001,2020-05-15,2045-05-15,Delhi,Delhi,Apartment,Home Purchase,13240000,8675000,4565000,25,9.64,Floating,8000997,76639.13,60.43,676,2026-08-16,75641.28,2026-09-14,Current,0,26.5,Yes,Yes
MORT500246,CUST10246,HDFC001,2019-05-24,2049-05-24,Bhubaneswar,Odisha,Apartment,Home Purchase,5169000,4291000,878000,30,8.77,Floating,3965236,33818.63,76.71,620,2026-08-05,34784.4,2026-09-06,Current,0,46.2,No,No
MORT500247,CUST10247,SBI001,2023-07-12,2038-07-12,Hyderabad,Telangana,Apartment,Home Purchase,16288000,13544000,2744000,15,7.34,Floating,11775481,124326.27,72.3,639,2026-08-24,127429.83,2026-09-24,Current,0,39.1,Yes,Yes
MORT500248,CUST10248,PNB001,2022-06-26,2042-06-26,Hyderabad,Telangana,Plot + Construction,Home Purchase,8757000,5386000,3371000,20,8.85,Floating,4781194,47940.87,54.6,822,2026-08-28,48317.3,2026-09-13,Current,0,27.1,No,No
MORT500249,CUST10249,KOTAK001,2021-09-07,2036-09-07,Pune,Maharashtra,Villa,Home Construction,22439000,18631000,3808000,15,9.1,Floating,14310422,190077.93,63.77,745,2026-07-22,194112.07,2026-08-07,Current,0,30.2,Yes,Yes
MORT500250,CUST10250,ICICI001,2024-08-26,2039-08-26,Jaipur,Rajasthan,Villa,Home Purchase,4921000,3841000,1080000,15,8.47,Floating,3473551,37756.33,70.59,727,2026-07-07,37407.47,2026-08-10,Current,0,46.2,Yes,Yes
MORT500251,CUST10251,ICICI001,2021-11-17,2046-11-17,Delhi,Delhi,Apartment,Home Purchase,9798000,6076000,3722000,25,9.8,Floating,5655692,54358.35,57.72,701,2026-07-15,55962.82,2026-08-11,Current,0,36.9,No,No
MORT500252,CUST10252,HDFC001,2025-01-18,2040-01-18,Kolkata,West Bengal,Independent House,Balance Transfer,23617000,14273000,9344000,15,7.8,Floating,13613780,134757.39,57.64,750,2026-08-06,135871.97,2026-09-02,Current,0,27.6,Yes,Yes
MORT500253,CUST10253,ICICI001,2019-10-23,2044-10-23,Bhubaneswar,Odisha,Villa,Home Purchase,3679000,2200000,1479000,25,7.34,Floating,1874446,16029.54,50.95,739,2026-09-01,16451.85,2026-09-25,Current,0,53.9,Yes,No
MORT500254,CUST10254,PNB001,2021-02-03,2031-02-03,Hyderabad,Telangana,Villa,Home Purchase,15623000,8646000,6977000,10,8.07,Floating,4529992,105219.91,29.0,732,2026-08-29,99174.6,2026-09-27,90+_DPD,91,45.0,Yes,No
MORT500255,CUST10255,AXIS001,2022-11-17,2037-11-17,Delhi,Delhi,Plot + Construction,Home Construction,9645000,6055000,3590000,15,7.38,Fixed,4951904,55718.49,51.34,806,2026-08-21,56450.62,2026-09-14,Current,0,53.5,No,No
MORT500256,CUST10256,SBI001,2023-03-15,2043-03-15,Kolkata,West Bengal,Independent House,Home Purchase,14424000,8631000,5793000,20,9.64,Floating,7971520,81242.94,55.27,739,2026-09-05,81025.86,2026-09-25,Current,0,34.9,Yes,No
MORT500257,CUST10257,HDFC001,2020-05-22,2030-05-22,Delhi,Delhi,Plot + Construction,Home Purchase,11318000,8592000,2726000,10,9.12,Floating,4156178,109398.6,36.72,690,2026-07-30,108526.32,2026-08-19,Current,0,36.6,Yes,No
MORT500258,CUST10258,SBI001,2022-02-18,2032-02-18,Mumbai,Maharashtra,Independent House,Home Purchase,17269000,12270000,4999000,10,7.21,Fixed,7325589,143796.65,42.42,699,2026-07-20,141763.94,2026-08-10,Current,0,51.4,Yes,Yes
MORT500259,CUST10259,ICICI001,2021-09-21,2046-09-21,Mumbai,Maharashtra,Villa,Home Purchase,9012000,6221000,2791000,25,8.4,Floating,5756722,49674.65,63.88,799,2026-08-13,49373.96,2026-09-07,Current,0,38.4,Yes,No
MORT500260,CUST10260,SBI001,2025-10-15,2050-10-15,Bhubaneswar,Odisha,Villa,Balance Transfer,3403000,2780000,623000,25,8.03,Floating,2707931,21511.77,79.57,656,2026-08-23,21192.15,2026-09-10,Current,0,44.8,No,No
MORT500261,CUST10261,KOTAK001,2021-11-13,2036-11-13,Delhi,Delhi,Plot + Construction,Home Construction,5915000,4832000,1083000,15,9.51,Floating,3880398,50486.1,65.6,668,2026-07-17,50065.38,2026-08-10,Current,0,28.8,Yes,No
MORT500262,CUST10262,HDFC001,2020-05-22,2035-05-22,Jaipur,Rajasthan,Independent House,Home Purchase,16135000,12986000,3149000,15,9.41,Fixed,9744809,134898.67,60.4,731,2026-08-16,135339.37,2026-09-08,Current,0,35.6,Yes,Yes
MORT500263,CUST10263,PNB001,2020-04-07,2040-04-07,Mumbai,Maharashtra,Independent House,Balance Transfer,12094000,8640000,3454000,20,8.03,Fixed,7100418,72429.82,58.71,849,2026-08-17,74022.63,2026-09-14,Current,0,24.3,Yes,No
MORT500264,CUST10264,ICICI001,2022-06-24,2047-06-24,Ahmedabad,Gujarat,Villa,Home Purchase,24808000,19054000,5754000,25,10.23,Floating,18090283,176242.71,72.92,850,2026-07-01,181053.47,2026-08-04,Current,0,27.2,Yes,No
MORT500265,CUST10265,AXIS001,2021-11-05,2041-11-05,Kolkata,West Bengal,Independent House,Home Purchase,16759000,12201000,4558000,20,9.4,Fixed,10877854,112933.77,64.91,651,2026-08-25,113276.35,2026-09-17,Current,0,20.0,No,No
MORT500266,CUST10266,AXIS001,2021-04-23,2046-04-23,Pune,Maharashtra,Villa,Balance Transfer,20046000,11736000,8310000,25,9.34,Fixed,10983392,101234.79,54.79,798,2026-09-01,103737.34,2026-09-23,Current,0,21.4,Yes,Yes
MORT500267,CUST10267,SBI001,2023-06-25,2043-06-25,Hyderabad,Telangana,Apartment,Home Purchase,17491000,14809000,2682000,20,8.33,Floating,13826080,126927.02,79.05,716,2026-08-28,129544.73,2026-09-14,Current,0,54.2,No,Yes
MORT500268,CUST10268,ICICI001,2019-02-20,2044-02-20,Hyderabad,Telangana,Independent House,Home Purchase,9593000,5660000,3933000,25,7.5,Floating,4838083,41826.9,50.43,749,2026-07-20,41881.15,2026-08-07,Current,0,28.5,Yes,Yes
MORT500269,CUST10269,ICICI001,2021-12-25,2041-12-25,Chennai,Tamil Nadu,Plot + Construction,Home Purchase,12468000,9166000,3302000,20,7.72,Floating,7919369,75078.59,63.52,850,2026-08-22,76701.85,2026-09-24,Current,0,43.2,Yes,No
MORT500270,CUST10270,ICICI001,2025-11-26,2045-11-26,Delhi,Delhi,Plot + Construction,Home Construction,23482000,16601000,6881000,20,8.36,Floating,16176490,142599.74,68.89,724,2026-08-15,145522.5,2026-09-01,Current,0,49.4,No,No
MORT500271,CUST10271,ICICI001,2025-11-07,2045-11-07,Bhubaneswar,Odisha,Plot + Construction,Balance Transfer,6774000,5152000,1622000,20,8.23,Floating,5008782,43833.77,73.94,703,2026-07-27,43952.52,2026-08-17,Current,0,39.3,Yes,Yes
MORT500272,CUST10272,AXIS001,2025-07-18,2045-07-18,Pune,Maharashtra,Apartment,Balance Transfer,24310000,16126000,8184000,20,8.17,Fixed,15704197,136595.44,64.6,827,2026-07-04,134643.09,2026-08-03,Current,0,25.4,Yes,Yes
MORT500273,CUST10273,KOTAK001,2024-08-25,2044-08-25,Kolkata,West Bengal,Independent House,Home Purchase,11214000,8387000,2827000,20,9.14,Floating,7988364,76216.82,71.24,846,2026-07-16,76511.84,2026-08-09,Current,0,45.5,No,Yes
MORT500274,CUST10274,ICICI001,2022-01-01,2037-01-01,Bengaluru,Karnataka,Plot + Construction,Home Purchase,17701000,9938000,7763000,15,9.3,Floating,8346728,102579.07,47.15,727,2026-08-23,101124.9,2026-09-09,Current,0,41.0,Yes,Yes
MORT500275,CUST10275,PNB001,2021-11-27,2041-11-27,Hyderabad,Telangana,Independent House,Home Purchase,5838000,3512000,2326000,20,8.86,Floating,3023722,31282.85,51.79,786,2026-08-15,31952.99,2026-09-07,Current,0,45.6,Yes,No
MORT500276,CUST10276,ICICI001,2022-12-04,2047-12-04,Jaipur,Rajasthan,Apartment,Home Purchase,8734000,7269000,1465000,25,9.86,Fixed,6889599,65337.43,78.88,850,2026-08-21,66649.69,2026-09-12,Current,0,46.9,Yes,No
MORT500277,CUST10277,ICICI001,2024-05-25,2049-05-25,Bhubaneswar,Odisha,Villa,Balance Transfer,5856000,4602000,1254000,25,8.18,Floating,4451884,36069.47,76.02,653,2026-07-26,35446.48,2026-08-21,Current,0,54.1,Yes,Yes
MORT500278,CUST10278,PNB001,2022-06-05,2047-06-05,Bengaluru,Karnataka,Independent House,Home Construction,21296000,12971000,8325000,25,7.73,Floating,12113972,97803.44,56.88,807,2026-09-06,99886.32,2026-09-22,Current,0,40.1,Yes,Yes
MORT500279,CUST10279,KOTAK001,2019-05-23,2034-05-23,Ahmedabad,Gujarat,Villa,Home Purchase,21992000,13182000,8810000,15,7.15,Floating,8723922,119591.74,39.67,787,2026-07-20,119435.13,2026-08-10,Current,0,32.0,Yes,Yes
MORT500280,CUST10280,KOTAK001,2021-10-15,2041-10-15,Kolkata,West Bengal,Plot + Construction,Home Purchase,11165000,9004000,2161000,20,9.88,Floating,7933049,86175.9,71.05,790,2026-07-02,84719.7,2026-08-04,Current,0,42.7,Yes,No
MORT500281,CUST10281,HDFC001,2023-03-16,2038-03-16,Ahmedabad,Gujarat,Apartment,Balance Transfer,8307000,4852000,3455000,15,9.55,Floating,4329572,50812.27,52.12,763,2026-08-12,51935.64,2026-09-11,Current,0,22.4,Yes,Yes
MORT500282,CUST10282,ICICI001,2019-01-26,2044-01-26,Ahmedabad,Gujarat,Plot + Construction,Home Purchase,17813000,10685000,7128000,25,9.28,Fixed,9544476,91725.69,53.58,810,2026-07-14,91202.4,2026-08-11,Current,0,51.4,Yes,Yes
MORT500283,CUST10283,PNB001,2022-03-24,2042-03-24,Mumbai,Maharashtra,Independent House,Home Construction,13517000,9119000,4398000,20,8.16,Fixed,8088864,77185.51,59.84,789,2026-07-25,76016.01,2026-08-13,Current,0,24.2,Yes,Yes
MORT500284,CUST10284,HDFC001,2020-10-23,2035-10-23,Pune,Maharashtra,Apartment,Home Purchase,9970000,7821000,2149000,15,9.08,Floating,0,79698.43,0.0,763,2026-07-29,66798.92,2026-08-26,Closed,0,31.5,Yes,No
MORT500285,CUST10285,ICICI001,2025-06-23,2035-06-23,Pune,Maharashtra,Plot + Construction,Home Purchase,6882000,5458000,1424000,10,9.4,Floating,5112498,70326.7,74.29,718,2026-08-09,69412.41,2026-08-26,Current,0,48.6,Yes,No
MORT500286,CUST10286,ICICI001,2023-07-22,2033-07-22,Kolkata,West Bengal,Plot + Construction,Home Construction,16738000,13067000,3671000,10,7.13,Floating,9503163,152595.89,56.78,762,2026-08-16,151133.38,2026-09-08,Current,0,40.9,Yes,No
MORT500287,CUST10287,HDFC001,2021-07-13,2041-07-13,Mumbai,Maharashtra,Villa,Home Purchase,15451000,9246000,6205000,20,8.84,Floating,7934439,82239.62,51.35,749,2026-07-14,83657.17,2026-08-06,Current,0,33.8,No,Yes
MORT500288,CUST10288,ICICI001,2023-01-23,2043-01-23,Mumbai,Maharashtra,Independent House,Home Purchase,23019000,13081000,9938000,20,7.68,Floating,11880467,106824.06,51.61,668,2026-08-05,105175.27,2026-08-25,Current,0,36.6,Yes,Yes
MORT500289,CUST10289,HDFC001,2021-07-21,2041-07-21,Bengaluru,Karnataka,Apartment,Home Purchase,4557000,3362000,1195000,20,8.38,Floating,2941462,28921.38,64.55,772,2026-07-17,16700.61,2026-08-19,30_DPD,31,49.9,Yes,Yes
MORT500290,CUST10290,SBI001,2019-02-16,2034-02-16,Delhi,Delhi,Independent House,Home Purchase,8054000,5170000,2884000,15,8.95,Floating,3337572,52283.92,41.44,819,2026-08-21,53128.49,2026-09-11,Current,0,31.9,No,No
MORT500291,CUST10291,SBI001,2020-12-24,2040-12-24,Jaipur,Rajasthan,Apartment,Home Purchase,20767000,11508000,9259000,20,9.21,Floating,9664332,105099.8,46.54,850,2026-08-26,108236.76,2026-09-13,Current,0,50.4,Yes,Yes
MORT500292,CUST10292,KOTAK001,2021-09-21,2031-09-21,Jaipur,Rajasthan,Villa,Home Purchase,22823000,12721000,10102000,10,8.41,Floating,7256287,157110.54,31.79,678,2026-08-22,150671.96,2026-09-07,30_DPD,38,23.1,Yes,Yes
MORT500293,CUST10293,PNB001,2020-03-05,2045-03-05,Ahmedabad,Gujarat,Plot + Construction,Home Construction,18062000,15167000,2895000,25,7.51,Floating,13575946,112181.47,75.16,789,2026-08-17,112335.53,2026-09-03,Current,0,47.2,Yes,No
MORT500294,CUST10294,PNB001,2021-06-27,2031-06-27,Kolkata,West Bengal,Villa,Home Construction,14277000,11799000,2478000,10,9.7,Floating,6515577,153971.14,45.64,849,2026-08-15,158253.79,2026-09-17,Current,0,49.7,Yes,No
MORT500295,CUST10295,ICICI001,2025-06-08,2050-06-08,Jaipur,Rajasthan,Independent House,Home Purchase,4354000,3178000,1176000,25,8.82,Floating,3122010,26279.04,71.7,728,2026-07-06,26632.96,2026-08-06,Current,0,26.4,No,Yes
MORT500296,CUST10296,HDFC001,2024-02-03,2039-02-03,Chennai,Tamil Nadu,Apartment,Home Construction,2616000,1788000,828000,15,9.25,Fixed,1632752,18401.96,62.41,783,2026-09-01,18155.08,2026-09-22,Current,0,35.1,No,Yes
MORT500297,CUST10297,KOTAK001,2024-04-03,2049-04-03,Kolkata,West Bengal,Apartment,Home Purchase,6299000,3566000,2733000,25,8.6,Floating,3456878,28955.1,54.88,698,2026-06-30,28957.7,2026-08-01,Current,0,25.8,Yes,Yes
MORT500298,CUST10298,PNB001,2019-03-16,2044-03-16,Chennai,Tamil Nadu,Villa,Home Purchase,21165000,16145000,5020000,25,9.74,Fixed,14622030,143761.12,69.09,738,2026-08-21,143229.98,2026-09-18,Current,0,44.7,Yes,No
MORT500299,CUST10299,KOTAK001,2022-07-08,2047-07-08,Bengaluru,Karnataka,Apartment,Home Purchase,16667000,13484000,3183000,25,10.18,Fixed,12858396,124244.32,77.15,770,2026-09-01,127225.65,2026-09-22,Current,0,38.7,No,No
MORT500300,CUST10300,SBI001,2021-06-02,2031-06-02,Delhi,Delhi,Villa,Home Construction,17421000,12693000,4728000,10,8.43,Floating,7243375,156900.23,41.58,667,2026-08-18,154839.83,2026-09-18,Current,0,42.2,No,Yes
